critic,fresh,imdb,link,publication,quote,review_date,rtid,title
Roger Ebert,fresh,0112641,http://www.rogerebert.com/reviews/casino-1995,Chicago Sun-Times,Martin Scorsese's fascinating new film Casino knows a lot about the Mafia's relationship with Las Vegas.,2000-01-01 00:00:00,13456,Casino
James Berardinelli,fresh,0112641,http://www.reelviews.net/php_review_template.php?identifier=63,ReelViews,"In every way -- from the fantastic sets, rich dialogue, and unapologetic violence to the well-portrayed characters and themes of loyalty and betrayal -- Casino is pure Scorsese.",2000-01-01 00:00:00,13456,Casino
Todd McCarthy,fresh,0114388,http://www.variety.com/review/VE1117910516.html?categoryid=31&cs=1,Variety,Thompson's script manages the neat trick of preserving the necessary niceties and decorum of civilized behavior of the time while still cutting to the dramatic quick.,2009-01-30 00:00:00,10042,Sense and Sensibility
Jonathan Rosenbaum,fresh,0114388,http://onfilm.chicagoreader.com/movies/briefs/13199_SENSE_AND_SENSIBILITY.html,Chicago Reader,I can't say I remembered this 1995 feature too clearly a couple of days later; but I certainly had a good time as I watched it.,2007-02-09 00:00:00,10042,Sense and Sensibility
Geoff Andrew,fresh,0114388,http://www.timeout.com/film/reviews/74302/sense_and_sensibility.html,Time Out,Thompson and Winslet give fine performances ably supported by the rest of the ensemble.,2006-06-24 00:00:00,10042,Sense and Sensibility
Janet Maslin,fresh,0114388,http://movies.nytimes.com/movie/review?res=9B02EFD71639F930A25751C1A963958260&partner=Rotten Tomatoes,New York Times,We need no further proof that this material is ageless.,2003-05-21 00:00:00,10042,Sense and Sensibility
Kenneth Turan,fresh,0114388,"http://www.calendarlive.com/movies/reviews/cl-movie960406-23,0,896626.story",Los Angeles Times,"The sensibility may be a bit off, but there is more than enough sense involved in this mid-Atlantic Austen to make up the difference.",2001-02-13 00:00:00,10042,Sense and Sensibility
James Berardinelli,fresh,0114388,http://www.reelviews.net/php_review_template.php?identifier=107,ReelViews,Told with deft skill and a pleasantly humorous romantic touch.,2000-01-01 00:00:00,10042,Sense and Sensibility
Susan Stark,fresh,0114388,http://data.detnews.com/movies/details.hbs?myrec=229,Detroit News,It's bliss.,2000-01-01 00:00:00,10042,Sense and Sensibility
Roger Ebert,rotten,0114388,http://www.rogerebert.com/reviews/sense-and-sensibility-1995,Chicago Sun-Times,"Sense and Sensibility is an enjoyable film, and yet it left me somehow unsatisfied.",2000-01-01 00:00:00,10042,Sense and Sensibility
Rita Kempley,none,0114388,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/senseandsensibility.htm,Washington Post,Demonstrates how little humankind has evolved in matters of the heart.,2000-01-01 00:00:00,10042,Sense and Sensibility
Joe Baltake,fresh,0114388,http://www.movieclub.com/reviews/archives/95sensibility/sensibility.html,Sacramento Bee,Exquisitely detailed and impeccably acted.,2000-01-01 00:00:00,10042,Sense and Sensibility
Mick LaSalle,fresh,0114388,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1995/12/13/DD71459.DTL,San Francisco Chronicle,"An exuberant, well- crafted film that gets the audience involved on a gut level.",2000-01-01 00:00:00,10042,Sense and Sensibility
Jonathan Rosenbaum,rotten,0113101,http://onfilm.chicagoreader.com/movies/capsules/13206_FOUR_ROOMS,Chicago Reader,"The results are mainly awful, and even Roth got saddled with a mannered part that he can't comfortably play.",2007-03-13 00:00:00,13075,Four Rooms
Emanuel Levy,rotten,0113101,http://www.variety.com/review/VE1117904453.html?categoryid=31&cs=1,Variety,"Four of the hottest indie directors--Anders, Rockwell, Tarantino, and Rodrigues--miss a unique opportunity to display their idiosyncratic talents resulting in a tedious anthology in which 2 segments are inept, one barely decent, and one OK (guess whose)",2006-12-28 00:00:00,13075,Four Rooms
,rotten,0113101,http://www.timeout.com/film/reviews/66976/four_rooms.html,Time Out,They should have called this One Room and released it as a Rodriguez short.,2006-01-26 00:00:00,13075,Four Rooms
Janet Maslin,rotten,0113101,http://movies.nytimes.com/movie/review?res=9C02E5D71539F935A15751C1A963958260&partner=Rotten Tomatoes,New York Times,"The less said about this career-denting fiasco, the better.",2003-05-20 00:00:00,13075,Four Rooms
Jack Mathews,rotten,0113101,"http://www.calendarlive.com/movies/reviews/cl-movie960406-6,0,4826495.story",Los Angeles Times,Sounds better than it is.,2001-02-13 00:00:00,13075,Four Rooms
Roger Ebert,rotten,0113101,http://www.rogerebert.com/reviews/four-rooms-1995,Chicago Sun-Times,"The four segments are widely different in quality. On the useful scale of the Michelin guides, one is worth a trip, another is worth a detour, and the other two are a colossal waste of bandwidth.",2000-01-01 00:00:00,13075,Four Rooms
Hal Hinson,rotten,0113101,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/fourroomsrhinson_c03fa1.htm,Washington Post,Four Rooms asserts itself as a goof so laboriously and aggressively that you almost feel pinned back in your seat.,2000-01-01 00:00:00,13075,Four Rooms
Edward Guthmann,rotten,0113101,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1996/07/19/DD69975.DTL,San Francisco Chronicle,"The result is a batch of shrill, self-indulgent sketches that turn so wretched in spots you start to wonder if the filmmakers wanted them to be bad.",2000-01-01 00:00:00,13075,Four Rooms
Desson Thomson,rotten,0113101,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/fourroomsrhowe_c03fe3.htm,Washington Post,The segments are uniformly weak.,2000-01-01 00:00:00,13075,Four Rooms
James Berardinelli,rotten,0113101,http://www.reelviews.net/php_review_template.php?identifier=675,ReelViews,Four Rooms has to be one of 1995's major disappointments.,2000-01-01 00:00:00,13075,Four Rooms
Brian Lowry,rotten,0113845,http://www.variety.com/review/VE1117910468.html?categoryid=31&cs=1,Variety,Bounces along with a lame script and inconsistent pace.,2009-03-26 00:00:00,14560,Money Train
Nigel Floyd,rotten,0113845,http://www.timeout.com/film/reviews/73416/money_train.html,Time Out,Hardly worth the four-year wait.,2006-06-24 00:00:00,14560,Money Train
Stephen Holden,fresh,0113845,http://movies.nytimes.com/movie/review?res=9906E5D91339F931A15752C1A963958260&partner=Rotten Tomatoes,New York Times,"More viscerally charged than ""Speed"" and hipper than ""Die Hard With a Vengeance,"" the movie is a careening, screeching joyride that showers sparks like fireworks.",2003-05-20 00:00:00,14560,Money Train
Kenneth Turan,fresh,0113845,http://articles.latimes.com/1995-11-22/entertainment/ca-5884_1_money-train,Los Angeles Times,"""Money Train"" is a by-the-numbers action-buddy picture, and few directors run through those numbers as smoothly as Joseph Ruben.",2001-02-13 00:00:00,14560,Money Train
Hal Hinson,rotten,0113845,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/moneytrainrhinson_c038f4.htm,Washington Post,"Even if they only charged a token, it would be too much.",2000-01-01 00:00:00,14560,Money Train
Ken Tucker,rotten,0113845,"http://www.ew.com/ew/article/0,,299778,00.html",Entertainment Weekly,"A big, noisy headache of a movie...",1995-11-22 00:00:00,14560,Money Train
David Ansen,fresh,0113161,http://www.msnbc.com/m/nw/a/m/mv_g.asp#Get%20Shorty,Newsweek,"Hollywood has been in love with mobsters since the beginning of movies. But the other side of the equation has seldom been considered. That is, until now.",2008-05-07 00:00:00,13680,Get Shorty
Variety Staff,fresh,0113161,http://www.variety.com/review/VE1117791236.html?categoryid=31&cs=1,Variety,A drolly offbeat look at Hollywood mores dedicated to the proposition that the best preparation for becoming a film producer is a stint in the criminal underworld.,2008-05-07 00:00:00,13680,Get Shorty
Jonathan Rosenbaum,fresh,0113161,http://onfilm.chicagoreader.com/movies/capsules/13072_GET_SHORTY,Chicago Reader,An entertaining comedy-thriller adapted by Scott Frank from the Elmore Leonard best-seller and directed with bounce (if not much nuance) by Barry Sonnenfeld.,2008-05-07 00:00:00,13680,Get Shorty
,fresh,0113161,http://www.timeout.com/film/reviews/70136/get_shorty.html,Time Out,Everything clicks.,2006-06-24 00:00:00,13680,Get Shorty
Janet Maslin,fresh,0113161,http://movies.nytimes.com/movie/review?res=990CE6DF143BF933A15753C1A963958260&partner=Rotten Tomatoes,New York Times,"It's part of the joke here that Chili is a die-hard cineaste and loves reminiscing about smart, stylish tough-guy films he has enjoyed. Get Shorty belongs on that list.",2003-05-20 00:00:00,13680,Get Shorty
Edward Guthmann,fresh,0113161,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1995/10/20/DD55417.DTL,San Francisco Chronicle,"It's Travolta -- smooth, commanding, handsome as ever, a cool, rhythmic bop in his walk -- who owns the film.",2002-06-18 00:00:00,13680,Get Shorty
Kenneth Turan,fresh,0113161,"http://www.calendarlive.com/movies/reviews/cl-movie960406-81,0,1551990.story",Los Angeles Times,In the category of amiable diversions it's awfully tough to improve on.,2001-02-13 00:00:00,13680,Get Shorty
Hal Hinson,fresh,0113161,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/getshortyrhinson_c03319.htm,Washington Post,Irresistibly charming.,2000-01-01 00:00:00,13680,Get Shorty
Roger Ebert,fresh,0113161,http://www.rogerebert.com/reviews/get-shorty-1995,Chicago Sun-Times,"One of the pleasures of Get Shorty is watching the way the plot moves effortlessly from crime to the movies - not a long distance, since both industries are based on fear, greed, creativity and intimidation.",2000-01-01 00:00:00,13680,Get Shorty
Desson Thomson,fresh,0113161,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/getshortyrhowe_c03323.htm,Washington Post,"This comic potboiler about gangsters in Hollywood would be a great piece of fun even without Travolta. But as a loan shark from Miami with a charming bedside manner and bigtime movie dreams, he raises the fun quotient into the sublime.",2000-01-01 00:00:00,13680,Get Shorty
James Berardinelli,fresh,0113161,http://www.reelviews.net/php_review_template.php?identifier=1669,ReelViews,"While it's quite possible for the cinematically unaware to enjoy this film, this is a real treat for movie buffs. The story is as much about the love of motion pictures as it is about gangsters.",2000-01-01 00:00:00,13680,Get Shorty
David Jenkins,rotten,1186367,http://www.timeout.com/film/reviews/88180/ninja_assassin.html,Time Out,A garish and poorly filmed chop-socky frolic that makes about as much sense as an Escher painting viewed through Vaseline-smudged Ray-Bans.,2010-01-22 00:00:00,770780587,Ninja Assassin
Kevin Lee,rotten,1186367,http://newyork.timeout.com/newyork/articles/film/81124/ninjaassassin,Time Out New York,Perhaps such phenomenal slaughter is best left to the imagination.,2009-12-02 00:00:00,770780587,Ninja Assassin
A.O. Scott,rotten,1186367,http://bventertainment.go.com/tv/buenavista/atm/index.html,At the Movies,"The problem is that the fight sequences -- the only reason anyone sees a movie like this in the first place -- are muddy, chaotic and boring. Even diehard fans of this genre would be well advised to skip this one.",2009-11-30 00:00:00,770780587,Ninja Assassin
Jeannette Catsoulis,rotten,1186367,http://movies.nytimes.com/2009/11/25/movies/25ninja.html?partner=Rotten Tomatoes&ei=5083,New York Times,"This saga, set in Berlin, is more committed to its bloodletting than to any of its characters.",2009-11-25 00:00:00,770780587,Ninja Assassin
Dan Kois,rotten,1186367,"http://www.washingtonpost.com/gog/movies/ninja-assassin,1151192/critic-review.html",Washington Post,A movie that provides plenty of jolts but precious little pleasure.,2009-11-25 00:00:00,770780587,Ninja Assassin
Kyle Smith,fresh,1186367,http://www.nypost.com/p/entertainment/movies/ninjas_slash_as_slash_can_Mn1GybYRZlQ5uydElymSDM,New York Post,This movie knows exactly what it is: Gonzo silliness about bodies turned into human salsa.,2009-11-25 00:00:00,770780587,Ninja Assassin
Brian Miller,rotten,1186367,http://www.villagevoice.com/2009-11-24/film/zombies-more-fun-than-limb-snapping-ninja-assassin/,Village Voice,"Shouldn't throwing stars be silent? If they're gonna sound like gunshots, why not just use guns?",2009-11-25 00:00:00,770780587,Ninja Assassin
Mick LaSalle,rotten,1186367,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2009/11/25/MVHH1ANENE.DTL,San Francisco Chronicle,"It's a gorefest, a borefest and a snorefest.",2009-11-25 00:00:00,770780587,Ninja Assassin
Jason Anderson,rotten,1186367,http://www.thestar.com/entertainment/movies/article/730292--ninja-assassin-disappointing,Toronto Star,"Thanks to the movie's dire script, flat performances and excessively slick, tricked-out fight scenes, it gets increasingly hard to care about anything that goes on here, even when it happens to be visible without the use of night-vision goggles.",2009-11-25 00:00:00,770780587,Ninja Assassin
Stephen Cole,rotten,1186367,http://www.theglobeandmail.com/news/arts/ninja-assassin/article1375822/,Globe and Mail,"This one is simply a diverting, uncommonly violent action flick. No need for an extended critical postmortem. Except to say the Wachowski brothers' trademark seems to have turned into a designer brand dedicated to producing inexpensive knockoffs.",2009-11-25 00:00:00,770780587,Ninja Assassin
Tom Long,fresh,1186367,http://www.detnews.com/article/20091125/OPINION03/911250302/1034/ent02/Reviews--Enjoy-a-feast-of-films-this-holiday-weekend,Detroit News,"Rain is a very talented slaughterer. He could kill you with a pair of tweezers, a hair dryer, two bananas, whatever. Be glad he's a good ninja.",2009-11-25 00:00:00,770780587,Ninja Assassin
J. R. Jones,rotten,1186367,http://www.chicagoreader.com/chicago/MovieTimes?oid=977923,Chicago Reader,"When a movie's first scene shows one thug getting the top of his head sliced off and another being chopped diagonally in half, you know you're not in for much of a dramatic crescendo.",2009-11-25 00:00:00,770780587,Ninja Assassin
